"ENTREPRISES";"PROJETS";"THEMATIQUE";"PAGE";"VAGUE";"URL_FICH_ORIGINE";"REALISATION_DEBUT";"REALISATION_FIN";"MONTANT";"AIDE";"DEPT"
"alphée développement";"HPTS150";"TRANSPORT ET MOBILITÉ DURABLE";33;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";990600;252116;"69"
"AUREA TECHNOLOGY";"QUALIPSO";"NUMÉRIQUE DEEP TECH";70;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";935760;421092;"25"
"Avicenna.ai";"CINA TBI";"SANTÉ SITUATIONS D’URGENCES";88;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";987960;444582;"13"
"AX SYSTEM";"AX SOLAR ROBOT";"ENERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";11;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";812245;333819;"59"
"BeeBryte";"ScalaBEE";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";23;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";759800;324815;"69"
"BeFC";"SATURN";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";12;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";849108;362993;"38"
"BIODIS SAS";"FRIEND";"ALIMENTATION DURABLE POUR LA SANTÉ";46;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";979676;440853;"49"
"BIOINSPIR";"ECOCATALYSE";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";24;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";943789;403470;"92"
"BioSCO";"OSCAR";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";25;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";675160;285656;"60"
"Centiloc";"PARTITION";"FRENCH FAB INDUSTRIE DU FUTUR";62;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";757854;341034;"13"
"COSMIAN TECH";"CRYPTO-4-CTI";"CYBERSÉCURITÉ";53;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";976244;439308;"75"
"Crocosgodigital";"ADREC";"NUMÉRIQUE DEEP TECH";71;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";910304;409635;"13"
"DAM GROUP";"CVM universel modulaire";"TRANSPORT ET MOBILITÉ DURABLE";34;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";724400;240863;"69"
"DAWEX";"Dawex";"NUMÉRIQUE DEEP TECH";72;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";3026334;1361850;"69"
"Deepomatic";"LOOP AI";"NUMÉRIQUE DEEP TECH";73;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";2640692;1188309;"75"
"DEFACTO TECHNOLOGIES";"GALAXY";"NUMÉRIQUE DEEP TECH";74;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";2055000;924750;"38"
"DRY4GOOD";"R&D Indus";"ALIMENTATION DURABLE POUR LA SANTÉ";47;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";653278;293973;"92"
"E-Mersiv";"HIT Battery";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";13;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";984389;408160;"33"
"E-Scopics";"DEUS";"SANTÉ SITUATIONS D’URGENCES";89;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2021";"2023";2553252;1148961;"13"
"Ecov";"ByTheWay";"TRANSPORT ET MOBILITÉ DURABLE";35;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";3976482;1789417;"93"
"ELA Innovation";"SMILI";"FRENCH FAB INDUSTRIE DU FUTUR";63;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";837863;377037;"34"
"Energiency";"AI4Factory";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";26;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2021";"2022";956000;337910;"35"
"ENOVASENSE";"MELITA";"FRENCH FAB INDUSTRIE DU FUTUR";64;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";648174;291678;"94"
"Eurevia";"UHMF";"TRANSPORT ET MOBILITÉ DURABLE";36;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";953184;428933;"13"
"Everysens";"RAILSENS";"TRANSPORT ET MOBILITÉ DURABLE";37;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";835750;357284;"59"
"FITTINGBOX";"FittingBox VISIO";"NUMÉRIQUE DEEP TECH";75;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";3944374;1380528;"31"
"GATEWATCHER";"INSPECTRA";"CYBERSÉCURITÉ";54;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";3593063;1616877;"75"
"GAUSSIN";"Logistic_H2";"TRANSPORT ET MOBILITÉ DURABLE";38;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";985450;327662;"70"
"GITGUARDIAN";"SCI2P";"CYBERSÉCURITÉ";55;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";2682000;1206900;"75"
"GRAPHEAL";"VIRALPASS";"SANTÉ SITUATIONS D’URGENCES";90;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";965160;434322;"38"
"GREEN IMPULSE";"SENSITINES";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";27;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";2250000;702102;"49"
"GREENMOT";"GREEN-eBUS";"TRANSPORT ET MOBILITÉ DURABLE";39;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";2343304;1054487;"69"
"Harfanglab";"EDR Harfanglab";"CYBERSÉCURITÉ";56;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";949361;427212;"75"
"Hera-MI";"BreastInsightLinker";"NUMÉRIQUE DEEP TECH";76;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";633975;285288;"44"
"Hevatech";"AMETIS";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";14;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";920000;370496;"26"
"HYCCO";"Hydrogen Carbon Compo nents";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";15;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";1961853;567248;"31"
"IADYS";"Sea-net 3.0";"EAU ET BIODIVERSITÉ";7;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";761087;325364;"13"
"IDMOG";"AI-AFC";"FRENCH FAB INDUSTRIE DU FUTUR";65;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";986563;443952;"33"
"INTEGRATIVE PHENOMICS";"IMPACTs Obésité";"ALIMENTATION DURABLE POUR LA SANTÉ";48;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";999848;449931;"75"
"ISYBOT";"COCI";"FRENCH FAB INDUSTRIE DU FUTUR";66;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";913682;411156;"91"
"JPB SYSTEME";"KEYPROD";"FRENCH FAB INDUSTRIE DU FUTUR";67;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";1757093;614982;"77"
"Kemica coatings";"KECOR";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";28;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";960763;410727;"28"
"LINAGORA";"Work@Home";"NUMÉRIQUE DEEP TECH";77;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";4164151;1457451;"92"
"MILVUE";"ML-Emergency-Suite";"SANTÉ SITUATIONS D’URGENCES";91;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";639428;287742;"75"
"MyMedicalAssistant";"iAudiogram";"NUMÉRIQUE DEEP TECH";78;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";825950;371676;"51"
"Né d’une seule ferme";"Industrie Modulaire";"ALIMENTATION DURABLE POUR LA SANTÉ";49;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";986400;443880;"75"
"Oasis Smart Sim Europe";"VELIOS";"NUMÉRIQUE DEEP TECH";79;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";907310;408288;"78"
"OpenAirlines";"SkyBreathe for ATM";"TRANSPORT ET MOBILITÉ DURABLE";40;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";982653;420084;"31"
"ORIXHA";"Vent2Cool";"SANTÉ SITUATIONS D’URGENCES";92;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2021";"2023";4814000;2166300;"94"
"PLENESYS";"HyPlasma";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";16;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";880754;376522;"06"
"PowerUp";"SKIPPER BOX";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";18;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";643000;275115;"93"
"PROCSEA";"PROCSEA-HUB";"ALIMENTATION DURABLE POUR LA SANTÉ";50;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";1566863;548400;"35"
"QUCIT SAS Smartesting";"QUCIT COMFORT";"NUMÉRIQUE DEEP TECH";80;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";1457930;656067;"33"
"Redberry";"REDWATERS";"EAU ET BIODIVERSITÉ";8;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";954279;407955;"67"
"RetroFleet";"RESET";"TRANSPORT ET MOBILITÉ DURABLE";41;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";952000;406980;"38"
"Roseau Technologies";"RACCOFLEX-BT";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";17;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2021";"2023";750070;283076;"38"
"Scortex";"DEEPCAD";"FRENCH FAB INDUSTRIE DU FUTUR";68;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";1388252;624711;"92"
"SEKOIA";"Intelligence Node";"CYBERSÉCURITÉ";57;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";991503;446175;"35"
"SESAME IT";"LOKI ML";"CYBERSÉCURITÉ";58;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";990382;445671;"92"
"Smartesting";"DeepQA";"NUMÉRIQUE DEEP TECH";81;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2021";742704;334215;"93"
"SPACEABLE";"METEORA";"NUMÉRIQUE DEEP TECH";82;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";1876090;844239;"75"
"SpotLight";"GROOT";"NUMÉRIQUE DEEP TECH";83;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";805009;362253;"91"
"Stockage plus";"LUMI";"TRANSPORT ET MOBILITÉ DURABLE";42;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";988080;422404;"75"
"Tellux";"THSL 20-20";"EAU ET BIODIVERSITÉ";9;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";997819;426568;"76"
"Telma";"HIB";"TRANSPORT ET MOBILITÉ DURABLE";43;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";2432756;797813;"95"
"TerraNIS";"AGREEO";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";29;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";965000;280726;"31"
"toopi organics";"RECYCLUR";"INDUSTRIE ET AGRICULTURE ÉCO-EFFICIENTES";30;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2021";"2022";977115;404503;"33"
"VALOREX";"MAIA";"ALIMENTATION DURABLE POUR LA SANTÉ";51;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";2896064;1013622;"35"
"VeriQloud";"HyQloud";"NUMÉRIQUE DEEP TECH";84;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";972879;437793;"92"
"VMPS CORPORATION";"MATHIA";"NUMÉRIQUE DEEP TECH";85;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";961485;432666;"64"
"VSM S.A";"SIAM";"SANTÉ SITUATIONS D’URGENCES";93;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";662233;298004;"13"
"Waga Energy";"WHIPE";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";19;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";970920;311260;"38"
"Watt&Well";"UNCAGED";"ÉNERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES";20;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2023";4735704;2131067;"84"
"WOMED";"WOMED Hemostasis";"SANTÉ SITUATIONS D’URGENCES";94;5;"../Data/vague_1_6/i-nov-palmar-s-vague-5-19075.pdf";"2020";"2022";963282;433476;"34"
"Amiral Technologies";"P2_AI4";"NUMÉRIQUE DEEP TECH";41;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";2626127;1181757;"38"
"ARSKAN";"MoVI3D";"NUMÉRIQUE DEEP TECH";42;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";759340;341703;"69"
"Atawey";"MOBHYL";"HYDROGÈNE";20;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";984279;442926;"73"
"AXIONABLE";"SWITCH";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";7;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";1966100;884745;"75"
"Batiprint3D";"RoBETICS";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";25;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";611832;275324;"44"
"Be Energy";"REGEN PULSE";"ÉCONOMIE CIRCULAIRE";14;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2023";759600;341820;"84"
"Blockchain Certified Dat";"VC BY BCDIPLOMA";"NUMÉRIQUE DEEP TECH";43;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";712997;320847;"92"
"BrightLoop Converters";"H2DC2";"HYDROGÈNE";21;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";996668;448500;"75"
"CES WORKS";"ARGO-CUBE";"ESPACE";36;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";957991;431094;"13"
"CIRCOULEUR";"CADENCE";"ÉCONOMIE CIRCULAIRE";15;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";844467;378660;"33"
"Combo solutions";"Filtr";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";26;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";929034;426345;"69"
"CONSTRUCTION 3D";"CONSTRUCTION LEDGER";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";27;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";801980;360891;"59"
"Corner";"SyMoNab";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";28;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";629740;283383;"33"
"Data Science Experts SES";"AIperion";"ESPACE";37;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";804400;361980;"38"
"EQUIUM";"ACDC";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";29;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";794937;357722;"44"
"FERLAM TECHNOLOGIES";"BOURRELET COUPE FEU ECO CONCU";"ÉCONOMIE CIRCULAIRE";16;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";692970;311836;"59"
"FLODIM";"Hy-Wise";"HYDROGÈNE";22;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";3549373;1577331;"04"
"G-LYTE";"G+LYTE 2.0";"RÉDUCTION DE L’EMPREINTE ÉCOLOGIQUE DU NUMÉRIQUE";57;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";938117;422151;"80"
"GEN-HY";"AME-LYSE";"HYDROGÈNE";23;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";694161;242956;"94"
"HEWEL SAS";"ImVisio-DP";"NUMÉRIQUE DEEP TECH";44;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";720000;324000;"76"
"HOMIWOO";"SCAN’IMMO";"NUMÉRIQUE DEEP TECH";45;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";956140;430263;"75"
"INGESPACE";"ARTEMIS";"ESPACE";38;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";1859016;836556;"31"
"Inovadea";"SPEEED";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";30;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";NA;665000;299250;"06"
"ISAHIT";"ISAHIT-AI";"NUMÉRIQUE DEEP TECH";46;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";835432;375942;"94"
"Kimialys";"O2DIAG";"SANTÉ - SANTÉ MENTALE ET DIAGNOSTICS RAPIDES ET NOMADES";60;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";1419814;638916;"75"
"LEANSPACE";"Leanspace-PaaS";"ESPACE";39;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";994215;447396;"67"
"Lumedix";"Ramones";"SANTÉ - SANTÉ MENTALE ET DIAGNOSTICS RAPIDES ET NOMADES";61;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";926080;416736;"91"
"METAVERSE TECHNOLOGIES France";"PULSE 3D";"NUMÉRIQUE DEEP TECH";47;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";980947;441426;"92"
"MillionRoads";"HumanRoads";"NUMÉRIQUE DEEP TECH";48;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";876896;394602;"84"
"MY TRAFFIC";"MTFV";"NUMÉRIQUE DEEP TECH";49;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";977711;439968;"93"
"NEOVYA Mobilité";"HUBSIM";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";8;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2023";685000;308549;"69"
"Nimesis Technology";"DEWS";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";9;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";892740;332825;"57"
"OCEAN Dx";"OCEANuniversel";"SANTÉ - SANTÉ MENTALE ET DIAGNOSTICS RAPIDES ET NOMADES";64;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";976992;439644;"33"
"PROOV STATION";"SMART INSPECTOR 2.0";"NUMÉRIQUE DEEP TECH";50;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";960509;432228;"69"
"PROPHESEE";"NISP";"NUMÉRIQUE DEEP TECH";51;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2021";986200;345168;"75"
"QUANDELA";"ROQC";"NUMÉRIQUE DEEP TECH";52;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";3540308;1593128;"91"
"SDS logistique";"Stock central";"ÉCONOMIE CIRCULAIRE";17;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2023";765050;208968;"33"
"Sêmeia";"APPRenD2";"SANTÉ - SANTÉ MENTALE ET DIAGNOSTICS RAPIDES ET NOMADES";62;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2023";973957;438279;"75"
"SESTERCE";"FPGA4BC Xchip";"NUMÉRIQUE DEEP TECH";53;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2021";702653;316191;"06"
"SMARTCATCH";"SMART-DETECT";"SANTÉ - SANTÉ MENTALE ET DIAGNOSTICS RAPIDES ET NOMADES";63;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2023";2020404;909180;"31"
"Sublime Energie";"Charlie";"ÉCONOMIE CIRCULAIRE";18;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";1419205;638643;"75"
"Telaqua";"Irrigeasy";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";10;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";2231760;866916;"13"
"Terria";"Terria";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";31;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2024";991620;446229;"63"
"THE AI INSTITUTE";"ABCode-IA";"NUMÉRIQUE DEEP TECH";54;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";737906;332055;"76"
"UNEOLE";"PlateformENRS";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";32;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";655900;252855;"59"
"VERDIKT";"VERDIKT";"RÉDUCTION DE L’EMPREINTE ÉCOLOGIQUE DU NUMÉRIQUE";58;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";478085;215138;"92"
"Vesta Construction Technolog";"COMBO";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";33;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";900778;405350;"75"
"Visionairy";"Visionairy Software";"NUMÉRIQUE DEEP TECH";55;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";968046;435618;"91"
"vorteX.io";"Hydrolink";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";11;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";606438;270647;"31"
"wever";"Moby Changer";"ADAPTATION DES TERRITOIRES AU CHANGEMENT CLIMATIQUE ET MÉTROLOGIE DES EXPOSITIONS ENVIRONNEMENTALES";12;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2021";"2022";864987;389244;"06"
"WOODOO";"ALCHIMIE";"PERFORMANCE ENVIRONNEMENTALE DES BÂTIMENTS";34;6;"../Data/vague_1_6/i-nov-palmar-s-vague-6-19072.pdf";"2020";"2022";945555;425500;"10"
"Nxo engineering";"VOLTA";"EAU ET BIODIVERSITÉ";18;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2024";996232;448304;"34"
"O2D Environnement";"ESUVIA";"EAU ET BIODIVERSITÉ";16;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2023";538280;242226;"59"
"Purecontrol";"PureSTEP";"EAU ET BIODIVERSITÉ";17;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2023";949200;427140;"35"
"Apix analytics";"MADRID";"ENERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES DONT HYDROGÈNE";22;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2023";1809431;814244;"38"
"GREENOV-ITES";"SEALENCE";"ENERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES DONT HYDROGÈNE";23;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2022";"2024";3237013;1456656;"56"
"Newheat";"THERMODEEP";"ENERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES DONT HYDROGÈNE";24;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2024";996090;448241;"33"
"Ze energy";"ZENIT";"ENERGIES RENOUVELABLES, STOCKAGE ET SYSTÈMES ÉNERGÉTIQUES DONT HYDROGÈNE";25;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2022";4692620;2111679;"75"
"Fairbrics SAS";"Airwear";"ENJEUX DE LA TRANSITION ÉCOLOGIQUE DANS L’INDUSTRIE ET L’AGRICULTURE";28;7;"../Data/vague_7_10/i-nov-palmar-s-vague-7-19066.pdf";"2021";"2022";793350;357008;"78"
